scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Projekt,Projekt_id,Maßnahme,Startpunkt,subst_name0,Endpunkt,subst_name1,Coordinate0,Coordinate1,Length type,Length,Trassenlänge in km,Trassenlänge in km.1,Spannung,NOVA-Typ,Art,s_nom.1,cables.1,Bundesländer,NOVA-Kategorie,TYNDP,PCI,EnLAG / BBP,anvisierte Inbetriebnahme,Umsetzungsstand,ÜNB,M-Nr.,Szenario,Anmerkung
P450,29526,,,,AC,,,,,,,,,,2035,40,,,,,,,,,,,BBPIG,60,,Siedenbrünzow,,Putlitz Süd,,,,Bestand,,,*,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"MV, BB",NV,,,,2035,,50HzT,M786,x,"HTLS, strengthened existing 380"
P451,29527,,,,AC,,,,,,,,,,2035,40,,22,,,,,,,,,BBPIG,62,Graustein – Bärwalde,Graustein,,Bärwalde,,,,Bestand,,,22,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"BB, SN",NV,,,,2035,3: Vor oder im PFV/ Genehmigung nach BImSchG,50HzT,M681,x,"HTLS, strengthened existing 380"
P462,29528,,,,AC,,,,,,,,,,2030,40,,24,,,,,,,,,BBPIG,75,Aachen – Netzerweiterung,Verlautenheide,,Zukunft (near to weisweiler),,,,Bestand,,,24,380,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",Leitung,,,NW,NV,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M689,x,600MW into 110kV grid
P462,29529,,,,AC,,,,,,,,,,2028,40,,,,,,,,,,,BBPIG,75,,Zukunft,,Siersdorf,,,,Bestand,,,*,380,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",Leitung,,,NW,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M689,x,600MW into 110kV grid
P464,29530,,,,AC,,,,,,,,,,2028,40,,3.7,6,,2,,,,,,,,Neubau Punkt Fraulautern – Saarwellingen,Punkt Fraulautern,, Suchraum Saarwellingen,,,,Bestand,,,3.7,80,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",Leitung,,6,SL,NV,,,,"2027,
2028",,AMP,M691,x,two circute
P464,29531,,,,AC,,,,,,,,,,2028,40,,0.9,9,,3,,,,,,,,Neubau Diefflen – Saarwellingen, Suchraum Saarwellingen,,Diefflen,,,,Bestand,,,0.9,380,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",Leitung,,9,SL,NV,,,,2028,,AMP,M691,x,three circute
P464,29532,,,,AC,,,,,,,,,,2028,40,,3.7,6,,2,,,,,,,,Punkt Fraulautern – Saarwellingen,Punkt Fraulautern,, Suchraum Saarwellingen,,,,Bestand,,,3.7,380,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",Leitung,,6,SL,NV,,,,2028,,AMP,M691,x,two circute
P500,29533,,,,AC,,,,,,,,,,2028,40,,29.5,,,,,,,,,,,Aschaffenburg – Urberach,Aschaffenburg (neu),,Urberach,,,,Ausbau,,29.5,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,"BY, HE",NVA,,,,2028,,"AMP, TTG",M737,x,Nur zwischen Aschaffenburg und Urberach
P501,29534,,,,AC,,,,,,,,,,2035,40,,34,,,,,,,,,,,Gersteinwerk – Lippe – Mengede,Gersteinwerk,,Lippe,,,,Bestand,,,34,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,2035,,AMP,M740,x,
P501,29535,,,,AC,,,,,,,,,,2035,40,,,,,,,,,,,,,Gersteinwerk – Lippe – Mengede,Lippe,,Mengede,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,2035,,AMP,M740,x,
P502,29536,,,,AC,,,,,,,,,,2035,40,,8.5,,,,,,,,,,,Walsum – Beeck,Walsum,,Beeck,,,,Bestand,,,8.5,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,2035,,AMP,M741,x,
P503,29537,,,,AC,,,,,,,,,,2028,40,,26.6,,,,,,,,,,,Niederrhein – Walsum,Niederrhein,,Suchraum Wehofen/Aldenrade/Hamborn,,,,Bestand,,,26.6,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,NW,NV,,,,"2027 /
2028",,AMP,M742,x,Umstellung von 220 kV
P503,29538,,,,AC,,,,,,,,,,2035,40,,,,,,,,,,,,,,Suchraum Wehofen/Aldenrade/Hamborn,,Walsum,,,,Bestand,,,*,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,NW,NV,,,,2035,,AMP,M742,x,Umstellung von 220 kV
P504,29539,,,,AC,,,,,,,,,,2035,40,,77,,,,,,,,,,,Sechtem – Weissenthurm,Sechtem,,Liessem,,,,Bestand,,,77,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"NW, RP",NV,,,,2035,,AMP,M743,x,Umbeseilung
P504,29540,,,,AC,,,,,,,,,,2030,40,,,,,,,,,,,,,,Liessem,,Weissenthurm,,,,Bestand,,,*,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"NW, RP",NV,,,,2030,,AMP,M743,x,Umbeseilung
P505,29541,,,,AC,,,,,,,,,,2030,40,,22,,,,,,,,,,,Netzverstärkung Niederstedem – Bauler – Bundesgrenze,Niederstedem,,Bauler (Border),,,,Bestand,,,22,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,RP,NV,,,,2030,,AMP,M754,x,"HTLS, existing is 220kV"
P505,29542,,43952,,AC,,,,,,,,,,2030,40,,,,,,,,,,,,,,Bauler (Border),,Deutsch - luxemburgischen (border),,,6.130510690868267 49.6773404049915,Bestand,,,*,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,RP,NV,,,,2030,,AMP,M754,x,"HTLS, existing is 220kV"
P509,29543,,,,AC,,,,,,,,,,2030,40,,60,,,,,,,,,,,Limburg – Eschborn – Kriftel,Limburg,,Eschborn,,,,Ausbau,,60,,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",Leitung,,,HE,NVA,,,,2030,,AMP,M784,,
P509,29544,,,,AC,,,,,,,,,,2040,40,,10,,,,,,,,,,,,Eschborn,,Kriftel,,,,Bestand,,,10,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",Leitung,,,HE,NVA,,,,2040,,AMP,M784,,
P528,29545,,,,AC,,,,,,,,,,2040,40,,59,,,,,,,,,,,Netzverstärkung Lauchstädt – Leuna / Merse- burg / Weißenfels– Pulgar,Lauchstädt,,Pulgar,,,,Bestand,,,59,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,"ST, SN",NV,,,,2040,,50HzT,M750,,
P531,29546,,,,AC,,,,,,,,,,2040,40,,25,6,,2,,,,,,,,Thyrow – Mahlow – Berlin / Südost - Lichterfelde – Mitte,Thyrow,,Mahlow,,,,Bestand,,,25,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",Leitung,,6,"BB, BE",NVA,,,,2040,,50HzT,M531a,x,
P531,29547,,,,AC,,,,,,,,,,2035,40,,,6,,2,,,,,,,,,Mahlow,, Berlin Südost Lichterfelde,,,,Bestand,,,*,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",Leitung,,6,"BB, BE",NVA,,,,"2030-
2035",,50HzT,M531a,x,
P531,29548,,,,AC,,,,,,,,,,2035,40,,20,6,,2,,,,,,,,,Mahlow,,Lichterfelde,,,,Ausbau,,20,,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",Leitung,,6,"BB, BE",NVA,,,,"2030-
2035",,50HzT,M531a,x,
P531,29549,,,,AC,,,,,,,,,,2035,40,,,6,,2,,,,,,,,,Lichterfelde,,Mitte,,,,Ausbau,,*,,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",Leitung,,6,"BB, BE",NVA,,,,"2030-
2035",,50HzT,M531a,x,
P531,29550,,,,AC,,,,,,,,,,2035,40,,18,,,,,,,,,,,Malchow – Moabit – Reuter,Malchow,,Moabit,,,,Ausbau,,18,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,BE,,,,,"2030-
2035",,50HzT,M531b,x,
P531,29551,,,,AC,,,,,,,,,,2035,40,,,,,,,,,,,,,Malchow – Moabit – Reuter,Moabit,, Reuter,,,,Ausbau,,*,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,BE,,,,,"2030-
2035",,50HzT,M531b,x,
,,,,,,,,,,,,,,,2035,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2030-
2035",,,,,
